Date/Time,BLOCK 1 RESIDENTIAL_2 STOREY 0:Zone Lights Electricity Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 1:Zone Lights Electricity Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 2:Zone Lights Electricity Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 3:Zone Lights Electricity Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 4:Zone Lights Electricity Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 5:Zone Lights Electricity Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 6:Zone Lights Electricity Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 7:Zone Lights Electricity Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 0:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 1:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 2:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 3:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 4:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 5:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 6:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 7:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 5 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 5 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 6 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 6 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 7 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 1 RESIDENTIAL_2 STOREY 7 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly) 
 06/30  19:00:00,2026027.7641877648,2031817.9242360222,2031817.924236022,2031817.9242360224,2031817.9242360224,2031817.9242360233,2031817.9242360245,2031817.9242360245,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/30  20:00:00,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 06/30  21:00:00,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,3849452.7519567525,3849452.7519567525,3849452.7519567525,3849452.7519567525,3849452.7519567525,3849452.7519567525,3849452.7519567525,3849452.7519567525,0.0,102983373.12669593,0.0,138772384.8523724,0.0,137908113.48652866,0.0,137253801.83978075,0.0,136718691.02879938,0.0,136259237.6942569,0.0,151416027.7569903,0.0,150447326.59084907 
 06/30  22:00:00,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,0.0,54521968.14101568,0.0,78358548.61734036,0.0,77916740.87094381,0.0,77610393.97070047,0.0,77373343.59173858,0.0,77178759.38475436,0.0,88050271.72154388,0.0,87503302.62042071 
 06/30  23:00:00,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,0.0,41794523.59412975,0.0,63592596.384850726,0.0,63107858.29399626,0.0,62759180.743061684,0.0,62482335.3987872,0.0,62250756.91381918,0.0,71375832.73202993,0.0,70929108.89748207 
 06/30  24:00:00,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,0.0,36947053.91790438,0.0,56758035.56000404,0.0,56284272.79127357,0.0,55934178.49097948,0.0,55636024.67918596,0.0,55384923.87209124,0.0,62941154.07591412,0.0,62574764.125878066 
 07/01  01:00:00,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,0.0,33637379.31684941,0.0,49813687.1225116,0.0,49338110.523457155,0.0,48993277.08498407,0.0,48717159.12232819,0.0,48483733.08552472,0.0,56120166.21947436,0.0,55723094.347244695 
 07/01  02:00:00,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,0.0,26897529.40949633,0.0,40406800.392783225,0.0,39972780.36825952,0.0,39660580.46571785,0.0,39434226.61170571,0.0,39265185.00395191,0.0,45150338.83546612,0.0,44786581.94964212 
 07/01  03:00:00,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,0.0,21326688.53256675,0.0,34455888.059296615,0.0,34319825.975618854,0.0,34221422.34330405,0.0,34135606.188117445,0.0,34051205.16832612,0.0,36412759.72201282,0.0,36132172.08501898 
 07/01  04:00:00,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,0.0,18727330.321664117,0.0,31998077.929941136,0.0,31782122.971128218,0.0,31626440.855404705,0.0,31499432.629128557,0.0,31388258.691111106,0.0,32823248.401864856,0.0,32731371.697966192 
 07/01  05:00:00,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,0.0,14517655.020652138,0.0,29323864.303341348,0.0,29118333.99583479,0.0,28969492.94041761,0.0,28849040.35730977,0.0,28745384.61314617,0.0,29972977.877303064,0.0,29839332.70431335 
 07/01  06:00:00,5262397.094998597,5263267.564692626,5263267.564692626,5263267.564692626,5263267.564692626,5263267.564692626,5263267.564692626,5263267.564692626,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,0.0,17105910.622574784,0.0,29512312.169265475,0.0,29336795.422544785,0.0,29209209.25952357,0.0,29105715.79691662,0.0,29016599.98150611,0.0,29626574.093132455,0.0,29504668.933649436 
 07/01  07:00:00,2787207.1936970875,2790869.7432035925,2790869.743203592,2790869.7432035925,2790869.7432035925,2790869.743203593,2790869.743203593,2790869.743203593,3849452.7519567525,3849452.7519567525,3849452.7519567525,3849452.7519567525,3849452.7519567525,3849452.7519567525,3849452.7519567525,3849452.7519567525,0.0,19534100.038193475,0.0,29777858.185785133,0.0,29625763.848310694,0.0,29515706.066997994,0.0,29426284.74788302,0.0,29348129.070945755,0.0,29346147.129616793,0.0,29241274.438270908 
 07/01  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5132603.66927567,5132603.66927567,5132603.66927567,5132603.66927567,5132603.66927567,5132603.66927567,5132603.66927567,5132603.66927567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/01  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/01  10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1539781.1007827013,1539781.1007827013,1539781.1007827013,1539781.1007827013,1539781.1007827013,1539781.1007827013,1539781.1007827013,1539781.1007827013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/01  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/01  12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/01  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/01  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283150.9173189176,1283150.9173189176,1283150.9173189176,1283150.9173189176,1283150.9173189176,1283150.9173189176,1283150.9173189176,1283150.9173189176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/01  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283150.9173189176,1283150.9173189176,1283150.9173189176,1283150.9173189176,1283150.9173189176,1283150.9173189176,1283150.9173189176,1283150.9173189176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/01  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283150.9173189176,1283150.9173189176,1283150.9173189176,1283150.9173189176,1283150.9173189176,1283150.9173189176,1283150.9173189176,1283150.9173189176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/01  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283150.9173189176,1283150.9173189176,1283150.9173189176,1283150.9173189176,1283150.9173189176,1283150.9173189176,1283150.9173189176,1283150.9173189176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/01  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/01  19:00:00,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/01  20:00:00,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/01  21:00:00,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,3849452.7519567525,3849452.7519567525,3849452.7519567525,3849452.7519567525,3849452.7519567525,3849452.7519567525,3849452.7519567525,3849452.7519567525,0.0,18018552.15191319,0.0,49931654.70291062,0.0,49554903.646604605,0.0,49262607.39069939,0.0,49012839.158376664,0.0,48787896.852900885,0.0,47226609.92516154,0.0,46997112.139287114 
 07/01  22:00:00,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,0.0,5788440.310562879,0.0,24526998.384588342,0.0,24369663.825609133,0.0,24246699.03142891,0.0,24139913.78098007,0.0,24042350.11561909,0.0,22936415.423264943,0.0,22842991.9044554 
 07/01  23:00:00,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,0.0,0.0,0.0,10601305.350407433,0.0,10357684.115778694,0.0,10167687.799595455,0.0,10002864.213462234,0.0,9852313.842578478,0.0,7602938.6977109285,0.0,7471745.043165571 
 07/01  24:00:00,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,0.0,0.0,0.0,7317184.188282358,0.0,7097228.945484432,0.0,6925365.203635269,0.0,6775943.207459462,0.0,6639264.685425425,0.0,4127131.8236036873,0.0,4025143.5899191895 
 07/02  01:00:00,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,0.0,0.0,0.0,8260858.583103514,0.0,8108880.767312257,0.0,7988573.202419709,0.0,7882496.407831779,0.0,7784328.333929804,0.0,4952634.775706931,0.0,4880483.9581328975 
 07/02  02:00:00,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,0.0,0.0,0.0,6173982.794246476,0.0,6063485.795163428,0.0,5968132.249047073,0.0,5884640.715369336,0.0,5809795.35336606,0.0,1920312.246104863,0.0,1838239.6265943458 
 07/02  03:00:00,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,0.0,0.0,0.0,4085898.234248872,0.0,3969781.6976144603,0.0,3870906.8066335,0.0,3775415.6475055963,0.0,3683276.036800991,0.0,50695.85853810926,0.0,42519.78611670553 
 07/02  04:00:00,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,0.0,0.0,0.0,961315.5213648347,0.0,878330.1088148281,0.0,809430.9693631623,0.0,746097.4033001704,0.0,684360.4093033414,0.0,0.0,0.0,0.0 
 07/02  05:00:00,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/02  06:00:00,5402740.704500706,5402740.704500706,5402740.704500706,5402740.704500706,5402740.704500706,5402740.704500706,5402740.704500706,5402740.704500706,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,0.0,0.0,0.0,3155469.164514505,0.0,3017635.9573284225,0.0,2902190.4924307275,0.0,2795440.177067517,0.0,2692426.6512546325,0.0,0.0,0.0,0.0 
 07/02  07:00:00,3284005.6171536525,3284580.626699944,3284580.626699944,3284580.626699944,3284580.626699944,3284580.626699944,3284580.626699944,3284580.626699944,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,0.0,0.0,0.0,4787136.828561286,0.0,4667476.821278967,0.0,4567437.635824244,0.0,4473492.419555264,0.0,4381779.152308651,0.0,0.0,0.0,0.0 
 07/02  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/02  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3079562.2015654026,3079562.2015654026,3079562.2015654026,3079562.2015654026,3079562.2015654026,3079562.2015654026,3079562.2015654026,3079562.2015654026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/02  10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3079562.2015654026,3079562.2015654026,3079562.2015654026,3079562.2015654026,3079562.2015654026,3079562.2015654026,3079562.2015654026,3079562.2015654026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/02  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/02  12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/02  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,4106082.9354205364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/02  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/02  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/02  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,2566301.834637835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/02  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3079562.2015654026,3079562.2015654026,3079562.2015654026,3079562.2015654026,3079562.2015654026,3079562.2015654026,3079562.2015654026,3079562.2015654026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/02  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/02  19:00:00,2271977.5686232885,2277797.167915589,2277797.167915589,2277797.1679155896,2277797.1679155896,2277797.16791559,2277797.167915591,2277797.167915591,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/02  20:00:00,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/02  21:00:00,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,0.0,19700956.73422853,0.0,36257865.16615669,0.0,35833356.40385325,0.0,35487834.03820033,0.0,35200972.12714957,0.0,34951024.90479469,0.0,40996698.20426851,0.0,40608533.67481589 
 07/02  22:00:00,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,6753425.880625883,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,4619343.302348103,0.0,16607898.03576013,0.0,25944926.77613552,0.0,25621020.30235435,0.0,25379439.28375259,0.0,25181928.460384775,0.0,25011560.99323459,0.0,28738817.694901407,0.0,28480029.330069352 
 07/02  23:00:00,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,0.0,0.0,0.0,11885073.398111513,0.0,11330657.446134657,0.0,10915649.56230135,0.0,10574768.339718606,0.0,10279916.64935124,0.0,15517607.745619584,0.0,15221134.772991426 
 07/02  24:00:00,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,0.0,0.0,0.0,8395706.635226406,0.0,7889705.568630088,0.0,7516762.60558933,0.0,7204116.727872325,0.0,6937974.960097173,0.0,11467810.966019742,0.0,11077120.801492132 
 07/03  01:00:00,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,0.0,0.0,0.0,4281835.370435917,0.0,3850458.8122471976,0.0,3536229.317080647,0.0,3278008.6802452127,0.0,3060696.7687355243,0.0,6092412.389633949,0.0,5743550.661992055 
 07/03  02:00:00,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,675342.5880625882,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,1026520.7338551341,0.0,0.0,0.0,1304968.9843819232,0.0,1035324.4340731075,0.0,891443.8003003636,0.0,745444.7035477088,0.0,638712.5763547613,0.0,1832854.643907794,0.0,1591901.8312444398 
