Date/Time,BLOCK 2 ADMINISTRATION STOREY 0:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 1:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 2:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 3:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 4:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 5:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 6:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 7:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 8:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 9:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 10:Zone Lights Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 0:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 1:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 2:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 3:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 4:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 5:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 6:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 7:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 8:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 9:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 10:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 5 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 5 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 6 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 6 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 7 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 7 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 8 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 8 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 9 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 9 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 10 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 2 ADMINISTRATION STOREY 10 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly) 
 01/01  01:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  02:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  03:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  04:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  05:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  06:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  07:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,72422805.64461625,0.0,227024262.42012507,0.0,229509374.31292057,0.0,231230805.95827448,0.0,232604045.86284697,0.0,233783912.35911715,0.0,234837765.33185884,0.0,235803779.03435412,0.0,236713871.74135143,0.0,264741513.40847042,0.0,265260402.7348771,0.0 
 01/01  08:00:00,58523690.00466505,58535673.803232946,58544034.21689862,58552340.98881707,58560589.91596364,58568774.92108086,58576942.27177583,58585095.559928514,58586724.447335094,58586724.447335094,58586724.44733509,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,0.0,0.0,47078998.818995915,0.0,48960797.12912441,0.0,50278308.01671751,0.0,51344200.619634636,0.0,52268247.92428969,0.0,53101719.95390653,0.0,53872525.524261184,0.0,54607505.30531511,0.0,80770999.28522716,0.0,81133687.46937121,0.0 
 01/01  09:00:00,104166185.60793099,104369015.4283424,104510178.57381321,104650248.15426287,104789115.33624527,104926643.26426272,105063897.456299,105200965.64753003,105228355.56105232,105228355.56105232,105228355.56105208,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,230689625.8627358,0.0,453142748.34272766,0.0,455179137.305326,0.0,456586518.63287836,0.0,457718214.674696,0.0,458700586.38711435,0.0,459579659.8751264,0.0,460387189.8759421,0.0,461214932.3060088,0.0,492518169.4910264,0.0,492880669.0490489,0.0 
 01/01  10:00:00,84850740.69868025,85575265.08054292,86079559.38882497,86580511.57275546,87077777.66277415,87571029.87886372,88063203.22549275,88554522.29812908,88652678.2742735,88652678.2742735,88652678.27427062,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,219358693.6459999,0.0,402723679.2079458,0.0,404449388.9087834,0.0,405573002.2989114,0.0,406427315.3254348,0.0,407130036.41171426,0.0,407734436.4397073,0.0,408270708.1876227,0.0,409015139.5348657,0.0,439940625.8676055,0.0,440247054.59584045,0.0 
 01/01  11:00:00,53763264.09134936,55307632.10541693,56343232.33675086,57373136.78763082,58396630.8766363,59413057.48487138,60427468.31700353,61440237.684916586,61642582.464182906,61642582.464182906,61642582.464167915,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,175449559.4741856,0.0,337562366.9270848,0.0,338804043.9126586,0.0,339488692.57607186,0.0,339923003.3340323,0.0,340216611.5320127,0.0,340417407.1794879,0.0,340553616.6463679,0.0,341180459.4424879,0.0,369072817.3761734,0.0,369356948.47841525,0.0 
 01/01  12:00:00,28939375.07327284,29348064.02396661,29637035.577615954,30183465.882719863,30726101.645334933,31264061.948508214,31801167.040565345,32337775.760073654,32445031.07774645,32445031.07774645,32445031.077735014,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,263283355.53922686,0.0,415327012.2651572,0.0,416925993.21542,0.0,417823953.009947,0.0,418478100.9025384,0.0,418993228.82195866,0.0,419416659.00110304,0.0,419775735.3978262,0.0,420436838.6395656,0.0,443631589.5859828,0.0,443963122.1051815,0.0 
 01/01  13:00:00,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,212654193.22604117,0.0,356519078.9585681,0.0,358374340.54431814,0.0,359670829.9769277,0.0,360714522.5803951,0.0,361610445.8640111,0.0,362409912.5948864,0.0,363141279.2613345,0.0,363881173.9153047,0.0,378742967.3435439,0.0,379202845.01792645,0.0 
 01/01  14:00:00,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,50163273.83437317,0.0,187147411.64573753,0.0,189278107.50687304,0.0,190771059.98409277,0.0,191966665.23685336,0.0,192986836.589929,0.0,193892375.7773372,0.0,194715526.60731763,0.0,195517828.44918066,0.0,197950814.74908173,0.0,198649749.46915895,0.0 
 01/01  15:00:00,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,19364799.259922158,0.0,151500689.86107826,0.0,153730740.17431837,0.0,155299969.04315838,0.0,156555945.0404024,0.0,157626927.23050702,0.0,158573444.1366784,0.0,159433467.04484084,0.0,160259679.48727432,0.0,147006769.13608944,0.0,147969784.5577964,0.0 
 01/01  16:00:00,41138198.77625403,42077830.09254947,42689849.736162744,43297883.2670354,43900589.737250574,44496878.21475925,45092941.83665086,45689156.38225406,45808404.986114725,45808404.98611473,45808404.98610814,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,11203490.604155231,0.0,139480229.19065985,0.0,141340973.86470148,0.0,142556493.4176263,0.0,143462547.70204926,0.0,144187937.21748844,0.0,144790363.3390923,0.0,145305638.92917842,0.0,146058689.79397887,0.0,117384210.78179231,0.0,118611614.6471372,0.0 
 01/01  17:00:00,99854716.00747274,100236800.971277,100505149.8728005,100772117.62742823,101037248.56525618,101300374.77471408,101563251.84770824,101825957.59293243,101878473.14815047,101878473.14815047,101878473.14814985,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,11718934.537945803,0.0,138389939.65759504,0.0,140329733.7540391,0.0,141649597.02084303,0.0,142670204.49006414,0.0,143514442.11618206,0.0,144239798.60678133,0.0,144881079.8508195,0.0,145648185.7509922,0.0,105708924.7890346,0.0,107144750.71711409,0.0 
 01/01  18:00:00,112056799.5763709,112056799.5763709,112056799.5763709,112056799.5763709,112056799.5763709,112056799.5763709,112056799.5763709,112056799.5763709,112056799.5763709,112056799.5763709,112056799.5763709,66349420.80179856,66349420.80179856,66349420.80179856,66349420.80179856,66349420.80179856,66349420.80179856,66349420.80179856,66349420.80179856,66349420.80179856,66349420.80179856,66349420.80179856,259597815.8841815,0.0,384813002.8454147,0.0,387010673.79308724,0.0,388566177.7912237,0.0,389808593.10668206,0.0,390865010.32593966,0.0,391797236.8156289,0.0,392641470.6696485,0.0,393463391.6357181,0.0,348973215.35187143,0.0,350538446.0306715,0.0 
 01/01  19:00:00,35386357.76095923,35386357.76095923,35386357.76095923,35386357.76095923,35386357.76095923,35386357.76095923,35386357.76095923,35386357.76095923,35386357.76095923,35386357.76095923,35386357.76095923,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,218357549.75511712,0.0,325632415.0396451,0.0,327666587.3685521,0.0,329108829.30245423,0.0,330262471.86485744,0.0,331245276.53496456,0.0,332113614.73953223,0.0,332900699.8655626,0.0,333655266.3574419,0.0,295892777.20813936,0.0,297285392.9306761,0.0 
 01/01  20:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  21:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  22:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  23:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  24:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  01:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  02:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  03:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115289.66496917896,0.0,861615.0756445252,0.0,1533007.8193007219,0.0,2155609.3845525356,0.0,6643682.584506136,0.0,7172440.82143947,0.0 
 01/02  04:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,34807027.909857556,0.0,38478962.19962169,0.0,40965036.26634057,0.0,42907356.70951605,0.0,44462208.22291632,0.0,45415994.356081024,0.0,46271775.25930254,0.0,47064153.609613046,0.0,57055513.23565234,0.0,57642584.39051248,0.0 
 01/02  05:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,77011071.3420569,0.0,79494942.70491679,0.0,81177590.15981461,0.0,82492295.0527052,0.0,83590525.45444474,0.0,84534527.91491994,0.0,85382236.19760424,0.0,86165396.24248698,0.0,100009506.37154193,0.0,100532118.64199881,0.0 
 01/02  06:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,0.0,0.0,113233584.6854405,0.0,115219483.71480088,0.0,116563393.03662291,0.0,117612244.30378813,0.0,118487922.99654952,0.0,119243103.79439045,0.0,119920172.23096427,0.0,120543864.61508603,0.0,135648855.85453427,0.0,136015205.22098207,0.0 
 01/02  07:00:00,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,23590905.17397282,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,44232947.20119904,543322047.0187029,0.0,742788678.3959732,0.0,743899514.0302566,0.0,744621220.8103051,0.0,745159451.9140773,0.0,745586088.7683079,0.0,745936851.3914506,0.0,746234313.1294199,0.0,746490509.8685907,0.0,779094235.5318632,0.0,780782992.2149762,0.0 
 01/02  08:00:00,57794765.89493572,57824763.61152515,57845816.69636341,57866696.11656569,57887384.59853902,57907856.36553576,57928290.49379042,57948702.17676875,57952781.61589218,57952781.61589218,57952781.61589216,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,200046391.8757036,0.0,387993780.0810529,0.0,390405885.9647144,0.0,392090223.9680818,0.0,393433583.9315721,0.0,394574354.602918,0.0,395575866.3434365,0.0,396485026.4451963,0.0,397340514.42089164,0.0,444702249.45965105,0.0,445260370.42797923,0.0 
 01/02  09:00:00,89308115.55795386,89948684.15531743,90388445.02540055,90825620.35755344,91260113.86063558,91692482.3286685,92124234.0469739,92555437.5627029,92641607.49507472,92641607.49507472,92641607.49507299,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,546582557.2525275,0.0,784306135.3530691,0.0,786607174.7847567,0.0,788148575.7793295,0.0,789332412.5546478,0.0,790304907.5683268,0.0,791130610.2071598,0.0,791858306.0183284,0.0,792732852.0279007,0.0,851858233.5139074,0.0,852435969.4626372,0.0 
 01/02  10:00:00,42094610.53728106,43437553.75663408,44299687.45381736,45156391.942347355,46007049.19366947,46853674.77069772,47704530.66277114,48885120.36654094,49121213.60387367,49121213.60387367,49121213.60385661,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,474535776.6252543,0.0,700294601.6623515,0.0,702038998.0889378,0.0,703113758.2712852,0.0,703869374.8309155,0.0,704433512.1605297,0.0,704863002.513081,0.0,705009740.5511129,0.0,705727252.5531125,0.0,765910550.5217716,0.0,766446583.0489246,0.0 
 01/02  11:00:00,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,33617039.87291127,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,210106499.20569542,356538037.55923545,0.0,570774091.1965631,0.0,572923340.9150083,0.0,574456860.5422511,0.0,575692018.1247334,0.0,576746510.0355098,0.0,577675333.5622684,0.0,578482073.78178,0.0,579303546.7273647,0.0,633357543.8939366,0.0,633889853.640024,0.0 
 01/02  12:00:00,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,400273382.48062587,0.0,608061014.6638184,0.0,610182629.6425979,0.0,611719739.5373346,0.0,612968873.9336451,0.0,614037715.5764606,0.0,614983425.5845451,0.0,615830682.8679862,0.0,616656141.7375934,0.0,656334372.2385242,0.0,656922967.9435235,0.0 
 01/02  13:00:00,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,28309086.20876738,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,110582368.00299759,343124435.0881297,0.0,544987500.1422406,0.0,547282819.439012,0.0,548953415.8200276,0.0,550310279.3945776,0.0,551469448.5548584,0.0,552493492.985733,0.0,553413004.0055013,0.0,554288469.6456472,0.0,570883541.1645657,0.0,571638273.3396466,0.0 
