Date/Time,BLOCK 3 RESIDENTIAL_2 STOREY 0:Zone Lights Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 1:Zone Lights Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 2:Zone Lights Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 3:Zone Lights Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 4:Zone Lights Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 5:Zone Lights Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 0:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 1:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 2:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 3:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 4:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 5:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 5 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 5 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly) 
 01/01  01:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,55090767.48997401,0.0,79409883.09414306,0.0,80353347.40561911,0.0,81017782.32415463,0.0,82143231.6358624,0.0,82581295.76988116,0.0 
 01/01  02:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,47760963.643291615,0.0,71706840.22188422,0.0,72546623.5931794,0.0,73138641.81913707,0.0,74977939.97768992,0.0,75335645.57362366,0.0 
 01/01  03:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,43677991.35159992,0.0,67340754.11870423,0.0,68129610.35211405,0.0,68682793.99358633,0.0,71262598.05615664,0.0,71586122.77818932,0.0 
 01/01  04:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,45556614.55652794,0.0,68801500.5693982,0.0,69569822.21680951,0.0,70105933.63817269,0.0,73369173.8436016,0.0,73668375.84291238,0.0 
 01/01  05:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,48425500.847475335,0.0,70966379.60548064,0.0,71688268.65678927,0.0,72190069.46602418,0.0,75883295.28011213,0.0,76148686.79590696,0.0 
 01/01  06:00:00,9275172.61252884,9275172.61252884,9275172.61252884,9275172.61252884,9275172.61252884,9275172.61252884,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,43169941.15101599,0.0,64738637.60075234,0.0,65366294.25830689,0.0,65807698.621908985,0.0,69652639.01344126,0.0,69874570.6369,0.0 
 01/01  07:00:00,5796982.882830524,5796982.882830524,5796982.882830524,5796982.882830524,5796982.882830524,5796982.882830524,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,42464927.47673736,0.0,63260726.069038995,0.0,63790944.46922345,0.0,64170331.3705789,0.0,68013608.8114876,0.0,68191348.82363425,0.0 
 01/01  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  19:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  20:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/01  21:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,41931387.88614707,0.0,65516339.88359768,0.0,66886328.23804284,0.0,67838816.43456322,0.0,65415968.63197008,0.0,66192139.99320224,0.0 
 01/01  22:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,37416649.21753356,0.0,64226614.04171461,0.0,65740041.33907646,0.0,66799812.850549415,0.0,65092465.17612873,0.0,65889680.10202485,0.0 
 01/01  23:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,52768184.14291173,0.0,78580450.83360492,0.0,79940536.58233371,0.0,80898374.52065687,0.0,80359672.84110273,0.0,81048044.83564676,0.0 
 01/01  24:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,55495985.39619854,0.0,80491766.634641,0.0,81697207.57557859,0.0,82549557.03657287,0.0,82960833.85145858,0.0,83548073.59463072,0.0 
 01/02  01:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,58717046.477590665,0.0,83337440.686441,0.0,84428329.69023226,0.0,85200528.92377855,0.0,86411803.42668751,0.0,86920694.41035557,0.0 
 01/02  02:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,63038047.715988144,0.0,87494695.42304543,0.0,88455219.58900598,0.0,89135790.49123713,0.0,91046784.46545312,0.0,91473258.60555038,0.0 
 01/02  03:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,67702852.64058337,0.0,92039157.41426384,0.0,92812252.15053174,0.0,93355352.09359738,0.0,95909377.24830207,0.0,96222276.4411631,0.0 
 01/02  04:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,72013851.08227628,0.0,96477351.97741903,0.0,97141737.9229618,0.0,97605157.13183367,0.0,100914046.98591574,0.0,101156541.88639146,0.0 
 01/02  05:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,75624555.71723922,0.0,100412172.02702156,0.0,101012496.31421886,0.0,101432173.23983274,0.0,105586795.42222409,0.0,105793991.69692951,0.0 
 01/02  06:00:00,9275172.61252884,9275172.61252884,9275172.61252884,9275172.61252884,9275172.61252884,9275172.61252884,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,74270048.72448875,0.0,99410409.19753373,0.0,99945154.9177437,0.0,100320535.42232081,0.0,105320515.99399427,0.0,105500911.20292456,0.0 
 01/02  07:00:00,5796982.882830524,5796982.882830524,5796982.882830524,5796982.882830524,5796982.882830524,5796982.882830524,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,77108387.67941211,0.0,103007668.82998592,0.0,103569945.33433762,0.0,103973369.02535288,0.0,109858320.72073153,0.0,110068863.1161988,0.0 
 01/02  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  19:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  20:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/02  21:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,70073695.83994898,0.0,119350832.17439674,0.0,121406877.33238992,0.0,122924771.20569292,0.0,113445287.29399198,0.0,114492362.11953178,0.0 
 01/02  22:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,46999090.35245008,0.0,82398620.51712742,0.0,83617174.47975287,0.0,84533192.00633778,0.0,80423911.80714601,0.0,81176822.22334093,0.0 
 01/02  23:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,60210420.24095814,0.0,92737718.96884863,0.0,93857418.81582415,0.0,94696758.28980438,0.0,92725202.62515602,0.0,93384609.10177547,0.0 
 01/02  24:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,60724361.72500718,0.0,91413064.32810234,0.0,92439757.44789472,0.0,93206984.21921663,0.0,92961779.86140758,0.0,93538266.23036735,0.0 
 01/03  01:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,59865315.46491989,0.0,89239922.86668105,0.0,90174350.57953887,0.0,90871816.41904792,0.0,92027829.69013464,0.0,92526462.09368224,0.0 
 01/03  02:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,59818990.46757646,0.0,88161165.63530478,0.0,88961696.27442467,0.0,89556217.61674798,0.0,91809319.37728295,0.0,92211385.6668928,0.0 
 01/03  03:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,58991990.384925336,0.0,86346163.83296274,0.0,86963917.70545201,0.0,87426671.32793505,0.0,90508296.58370562,0.0,90794524.89445916,0.0 
 01/03  04:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,59055578.18825652,0.0,85780261.75260803,0.0,86405840.53368494,0.0,86873611.7522283,0.0,90730781.38508338,0.0,91002328.77668999,0.0 
 01/03  05:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,59113933.24502114,0.0,85108627.56490916,0.0,85641882.33811656,0.0,86041650.158243,0.0,90508550.59280838,0.0,90724447.27507418,0.0 
 01/03  06:00:00,9275172.61252884,9275172.61252884,9275172.61252884,9275172.61252884,9275172.61252884,9275172.61252884,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,53810932.22382982,0.0,78927860.49249262,0.0,79329118.73520055,0.0,79629663.12367515,0.0,84491624.4659093,0.0,84632163.09158768,0.0 
 01/03  07:00:00,5796982.882830524,5796982.882830524,5796982.882830524,5796982.882830524,5796982.882830524,5796982.882830524,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,54134393.38030648,0.0,78922546.9703952,0.0,79389864.85621539,0.0,79741275.1160138,0.0,85009399.48029706,0.0,85184339.51034242,0.0 
 01/03  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  19:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  20:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/03  21:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,127610168.26430745,0.0,178441803.32710192,0.0,178934647.07035214,0.0,179314067.33240193,0.0,191722489.07993802,0.0,191694617.25634018,0.0 
 01/03  22:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,72798994.98569305,0.0,107533602.08993791,0.0,107930641.89119689,0.0,108234936.00312716,0.0,116007590.18492311,0.0,116030021.37977281,0.0 
 01/03  23:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,80128190.85432112,0.0,111606126.98684986,0.0,111986186.84110585,0.0,112277334.29182512,0.0,119395280.55513111,0.0,119418971.17366639,0.0 
 01/03  24:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,76709401.46278472,0.0,106101561.56176499,0.0,106485352.4016124,0.0,106780513.48451057,0.0,113556045.1631262,0.0,113588351.56159683,0.0 
 01/04  01:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,74576606.43741423,0.0,102422309.26534651,0.0,102720953.07565346,0.0,102957966.14420971,0.0,109511310.48662692,0.0,109510946.66491355,0.0 
 01/04  02:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,74330552.76196103,0.0,101041535.99525115,0.0,101215947.71282843,0.0,101359977.92679334,0.0,107687684.15334964,0.0,107626437.11899611,0.0 
 01/04  03:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,73361393.21116847,0.0,99324821.47101209,0.0,99448468.00526878,0.0,99553127.40160224,0.0,105735950.81845744,0.0,105652436.47508739,0.0 
 01/04  04:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,72248058.51295173,0.0,97856873.59779426,0.0,98039166.95860595,0.0,98190203.6300884,0.0,104432639.18246685,0.0,104393959.89643574,0.0 
 01/04  05:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,70696178.03616042,0.0,96000130.20243293,0.0,96155894.3614953,0.0,96285620.65557976,0.0,102612945.64127366,0.0,102574623.50482579,0.0 
