Date/Time,BLOCK 3 RESIDENTIAL_2 STOREY 0:Zone Lights Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 1:Zone Lights Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 2:Zone Lights Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 3:Zone Lights Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 4:Zone Lights Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 5:Zone Lights Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 0:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 1:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 2:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 3:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 4:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 5:Zone Electric Equipment Electricity Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 5 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),BLOCK 3 RESIDENTIAL_2 STOREY 5 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly) 
 01/23  20:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/23  21:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,149241979.81174895,0.0,209234757.78456962,0.0,210459491.58302045,0.0,211330978.20751336,0.0,215370047.26449907,0.0,215840028.26293683,0.0 
 01/23  22:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,88101585.83681257,0.0,129966690.83942282,0.0,130889425.49373424,0.0,131546996.68418267,0.0,134585064.22428605,0.0,134944343.77056596,0.0 
 01/23  23:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,93203545.48949754,0.0,131129210.1999928,0.0,131962039.81907429,0.0,132556900.99013868,0.0,135777234.4235768,0.0,136093031.9271478,0.0 
 01/23  24:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,89314490.51281674,0.0,124698399.19085035,0.0,125432953.93008006,0.0,125963085.11043063,0.0,129366805.3022587,0.0,129635364.39538628,0.0 
 01/24  01:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,86811191.29890788,0.0,120415226.456801,0.0,121059532.4336138,0.0,121529439.04362756,0.0,125122951.53473687,0.0,125347044.54857682,0.0 
 01/24  02:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,84754544.62036198,0.0,117111831.48607469,0.0,117738793.68615142,0.0,118199167.37260175,0.0,122066109.63772087,0.0,122274521.40774083,0.0 
 01/24  03:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,83197973.97379622,0.0,114572308.09551832,0.0,115173129.05112949,0.0,115614988.6841973,0.0,119807747.87970985,0.0,119997491.39530052,0.0 
 01/24  04:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,82682186.8459951,0.0,113261971.84442519,0.0,113799837.1268001,0.0,114198763.0849639,0.0,118667391.62669021,0.0,118822379.98011206,0.0 
 01/24  05:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,82264200.98794617,0.0,112281300.19160174,0.0,112800980.23904057,0.0,113187315.40689278,0.0,117886679.5808549,0.0,118026937.55665886,0.0 
 01/24  06:00:00,9275172.61252884,9275172.61252884,9275172.61252884,9275172.61252884,9275172.61252884,9275172.61252884,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,76122910.17618373,0.0,105474354.68645948,0.0,105920638.16473205,0.0,106255564.10485634,0.0,111167604.43784314,0.0,111270523.11990598,0.0 
 01/24  07:00:00,5796982.882830524,5796982.882830524,5796982.882830524,5796982.882830524,5796982.882830524,5796982.882830524,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,75266792.71694264,0.0,104119231.32791752,0.0,104425388.0537769,0.0,104655302.2825743,0.0,109813954.37663274,0.0,109838195.3720879,0.0 
 01/24  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/24  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/24  10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/24  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/24  12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/24  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/24  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/24  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/24  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/24  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/24  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/24  19:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/24  20:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/24  21:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,89450416.71263337,0.0,141119873.373748,0.0,142451348.35547405,0.0,143419375.9293224,0.0,137296713.33177435,0.0,138114042.60263732,0.0 
 01/24  22:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,60089236.05576795,0.0,99442089.64466879,0.0,100415708.64859752,0.0,101149799.52928294,0.0,97789253.00269915,0.0,98377882.65036671,0.0 
 01/24  23:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,73970418.91087604,0.0,110156215.4934476,0.0,110961566.69514063,0.0,111570597.39209005,0.0,110477311.14048244,0.0,110969543.11252819,0.0 
 01/24  24:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,77058061.06724483,0.0,111307286.99980702,0.0,111986381.56786752,0.0,112501654.86598748,0.0,113332562.41114049,0.0,113752034.32970716,0.0 
 01/25  01:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,79375259.30295654,0.0,112407211.0091918,0.0,112985677.00106095,0.0,113426511.29085892,0.0,115875564.77010563,0.0,116236769.07894912,0.0 
 01/25  02:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,81612212.3649942,0.0,113910584.22626582,0.0,114407072.22084552,0.0,114786964.88616379,0.0,118568681.41774747,0.0,118881988.371171,0.0 
 01/25  03:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,84376678.60461941,0.0,116265914.28393559,0.0,116694208.5566876,0.0,117023649.38869461,0.0,121882026.79062806,0.0,122155419.66815561,0.0 
 01/25  04:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,87062120.89487788,0.0,118740836.49322346,0.0,119111835.4246784,0.0,119398919.57586285,0.0,125148482.58260666,0.0,125388239.13862666,0.0 
 01/25  05:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,88613333.98321253,0.0,120209797.64056452,0.0,120532369.94210014,0.0,120783052.18422724,0.0,127310665.22899663,0.0,127521933.3494035,0.0 
 01/25  06:00:00,9275172.61252884,9275172.61252884,9275172.61252884,9275172.61252884,9275172.61252884,9275172.61252884,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,84975767.73647633,0.0,116484898.18497103,0.0,116765819.03610523,0.0,116986522.21626219,0.0,124174321.14128849,0.0,124360991.96340972,0.0 
 01/25  07:00:00,5796982.882830524,5796982.882830524,5796982.882830524,5796982.882830524,5796982.882830524,5796982.882830524,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,86209444.51645729,0.0,117891530.60145903,0.0,118137982.82827435,0.0,118333082.04687835,0.0,126119349.21137945,0.0,126285654.21700391,0.0 
 01/25  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,82088.74220109155,0.0,82088.74220109155,0.0,82088.74220109155,0.0,82088.74220109155,0.0,82088.74220109155,0.0,82088.74220109155 
 01/25  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/25  10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,0.0,87939.21270778892,0.0,87939.21270778892,0.0,87939.21270778892,0.0,87939.21270778892,0.0,87939.21270778892,0.0,87939.21270778892 
 01/25  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,179799.79200463364,0.0,179799.79200463364,0.0,179799.79200463364,0.0,179799.79200463364,0.0,179799.79200463364,0.0,179799.79200463364 
 01/25  12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,152085.52187277647,0.0,152085.52187277647,0.0,152085.52187277647,0.0,152085.52187277647,0.0,152085.52187277647,0.0,152085.52187277647 
 01/25  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,193337.00350575353,0.0,193337.00350575353,0.0,193337.00350575353,0.0,193337.00350575353,0.0,193337.00350575353,0.0,193337.00350575353 
 01/25  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,0.0,46926.95595832432,0.0,46926.95595832432,0.0,46926.95595832432,0.0,46926.95595832432,0.0,46926.95595832432,0.0,46926.95595832432 
 01/25  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/25  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/25  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/25  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/25  19:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/25  20:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/25  21:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,89227961.78702535,0.0,148076786.48697597,0.0,149083379.9698313,0.0,149886106.87478656,0.0,141943160.19353345,0.0,142362006.89634362,0.0 
 01/25  22:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,59525948.682737686,0.0,100610078.25868411,0.0,101173423.90455988,0.0,101628963.02174948,0.0,99802124.06163098,0.0,100168154.68188724,0.0 
 01/25  23:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,72519235.12822635,0.0,109727563.67881931,0.0,110194174.0038528,0.0,110573162.60047622,0.0,110388900.39652026,0.0,110693760.82416037,0.0 
 01/25  24:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,74104599.89383462,0.0,108901631.18916118,0.0,109296749.4871527,0.0,109619207.6767183,0.0,110846484.9890056,0.0,111106643.50930855,0.0 
 01/26  01:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,76232926.6830521,0.0,109485486.1951988,0.0,109824291.87579499,0.0,110102256.89863652,0.0,112555807.49008693,0.0,112781302.13157855,0.0 
 01/26  02:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,77773812.8916949,0.0,109981462.37501718,0.0,110274669.24481657,0.0,110516625.46934459,0.0,114054528.05806363,0.0,114252232.29756771,0.0 
 01/26  03:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,78853475.61938934,0.0,110344363.5670042,0.0,110599758.87040594,0.0,110811859.73674417,0.0,115347143.89482078,0.0,115521924.95303966,0.0 
 01/26  04:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,80557531.30654098,0.0,111603396.0411788,0.0,111826941.70828882,0.0,112013892.22867383,0.0,117386892.00935653,0.0,117542346.37720479,0.0 
 01/26  05:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,81955047.37645227,0.0,112706860.79892556,0.0,112903937.08197519,0.0,113070001.48694953,0.0,119041244.167383,0.0,119180600.51379277,0.0 
 01/26  06:00:00,9275172.61252884,9275172.61252884,9275172.61252884,9275172.61252884,9275172.61252884,9275172.61252884,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,79047531.66127142,0.0,109526767.08052711,0.0,109700943.16492213,0.0,109848928.08198066,0.0,116285252.91054504,0.0,116410647.42677397,0.0 
 01/26  07:00:00,5796982.882830524,5796982.882830524,5796982.882830524,5796982.882830524,5796982.882830524,5796982.882830524,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,79820771.54999028,0.0,110259429.5990272,0.0,110414973.5117498,0.0,110548272.57457517,0.0,117394995.05223091,0.0,117509026.10042979,0.0 
 01/26  08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,134008.77124151157,0.0,134008.77124151157,0.0,134008.77124151157,0.0,134008.77124151157,0.0,134008.77124151157,0.0,134008.77124151157 
 01/26  09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,0.0,45350.41201421985,0.0,45350.41201421985,0.0,45350.41201421985,0.0,45350.41201421985,0.0,45350.41201421985,0.0,45350.41201421985 
 01/26  10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/26  11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/26  12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/26  13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,7049131.185521917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/26  14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/26  15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/26  16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,4405706.990951198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/26  17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,5286848.389141438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/26  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/26  19:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/26  20:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 01/26  21:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,36383640.42851287,0.0,70052416.69765878,0.0,71161095.28498805,0.0,71994426.97020528,0.0,63817138.222555056,0.0,64303897.20447501,0.0 
 01/26  22:00:00,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,11593965.765661048,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,7930272.583712157,33116482.035776503,0.0,64812358.20518848,0.0,65816907.52600616,0.0,66583299.55323306,0.0,62518438.633934066,0.0,63138351.12145093,0.0 
 01/26  23:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,47477906.45909022,0.0,76747326.05601582,0.0,77641106.84734151,0.0,78324525.86064349,0.0,76585467.25166115,0.0,77144081.91590557,0.0 
 01/26  24:00:00,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1159396.576566105,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,1762282.7963804794,51162809.04083572,0.0,78614626.25252803,0.0,79302678.75018255,0.0,79830598.88633859,0.0,79736023.52857146,0.0,80165375.2912519,0.0 
